genome	substrates
TARA_SAMEA4398370_METAG_GLKBCGPI	chitin, beta-glucan, host glycan, peptidoglycan, polyphenol, exo-polysaccharide, xyloglucan, lignin, arabinan, xylan
TARA_SAMEA4398370_METAG_BGMOHGHA	beta-glycan, glucosylglycerate, xyloglucan, beta-mannan, sialic acid, chitin, abscisic acid, beta-glucan, cellulose, exo-polysaccharide, human milk polysaccharide, starch, alpha-glucan, lignin, polyphenol, glycogen, sucrose, agarose, arabinan, host glycan, glycolipid, peptidoglycan, chitosan, arabinogalactan protein, trehalose, pectin, xylan, carrageenan, porphyran
TARA_SAMEA4398370_METAG_LLBMFOKG	beta-glycan, xyloglucan, beta-mannan, chitin, beta-glucan, cellulose, exo-polysaccharide, human milk polysaccharide, polyphenol, agarose, beta-galactan, arabinan, beta-glucuronan, host glycan, chitosan, peptidoglycan, glycolipid, arabinogalactan protein, trehalose, pectin, alpha-mannan, xylan, carrageenan, porphyran
TARA_SAMEA4398370_METAG_APHBFFDH	beta-glycan, glucosylglycerate, xyloglucan, beta-mannan, chitin, beta-glucan, cellulose, exo-polysaccharide, human milk polysaccharide, uric acid, alpha-mannan, starch, alpha-glucan, polyphenol, glycogen, sucrose, agarose, beta-galactan, arabinan, beta-glucuronan, host glycan, chitosan, peptidoglycan, glycolipid, arabinogalactan protein, trehalose, beta-fucosides, pectin, alkaloid, xylan, carrageenan, porphyran
TARA_SAMEA4398370_METAG_KKLLIOCH	glucosylglycerate, xyloglucan, beta-mannan, chitin, beta-glucan, cellulose, exo-polysaccharide, human milk polysaccharide, uric acid, starch, lignin, alpha-glucan, polyphenol, glycogen, sucrose, beta-galactan, arabinan, beta-glucuronan, host glycan, peptidoglycan, trehalose, pectin, beta-fucosides, alkaloid, xylan
TARA_SAMEA4398413_METAG_ELMKJJGE	beta-glucan, trehalose, xylan, host glycan, xyloglucan, cellooligosaccharide, chitin, peptidoglycan, exo-polysaccharide, polyphenol, arabinan, cellulose, glucooligosaccharide, chitooligosaccharide, lignin
TARA_SAMEA4398413_METAG_HONOFHEO	beta-fucosides, beta-galactan, host glycan, peptidoglycan, beta-mannan, cellulose, alkaloid, xylan, cellooligosaccharide, arabinan, alpha-glucan, chitosan, glucooligosaccharide, xyloglucan, uric acid, human milk polysaccharide, polyphenol, alpha-mannan, beta-glucan, chitin, chitooligosaccharide, beta-glucuronan, pectin, exo-polysaccharide, lignin
TARA_SAMEA4398413_METAG_KBHFDNKM	trehalose, xylan, beta-galactan, host glycan, beta-glucuronan, pectin, chitin, beta-mannan, exo-polysaccharide, polyphenol, alpha-mannan, arabinan, cellulose, chitosan, beta-glucan, lignin
TARA_SAMEA4398413_METAG_FMFBOOKK	beta-glucan, trehalose, xylan, host glycan, xyloglucan, cellooligosaccharide, chitin, peptidoglycan, pectin, exo-polysaccharide, polyphenol, ulvan, arabinan, cellulose, glucooligosaccharide, chitooligosaccharide, lignin
TARA_SAMEA4398413_METAG_OGOODMNP	beta-glucan, xylan, host glycan, cephalosporin C, xyloglucan, cellooligosaccharide, chitin, peptidoglycan, exo-polysaccharide, polyphenol, arabinan, cellulose, glucooligosaccharide, chitooligosaccharide, lignin
TARA_SAMEA4398413_METAG_BNEBCEMC	host glycan, raffinose, agarose, cellulose, xylan, cellooligosaccharide, palatinose, starch, ulvan, arabinan, fructan, glucooligosaccharide, sucrose, beta-glucan, chitin, chitooligosaccharide, pectin, exo-polysaccharide, lignin
TARA_SAMEA4398413_METAG_NLEBIJNN	beta-fucosides, beta-galactan, host glycan, peptidoglycan, raffinose, beta-glycan, beta-mannan, glycolipid, agarose, cellulose, glycogen, glucosylglycerate, trehalose, xylan, palatinose, starch, arabinan, alpha-glucan, chitosan, sucrose, alpha-rhamnoside, xyloglucan, carrageenan, human milk polysaccharide, polyphenol, chitin, beta-glucan, porphyran, pectin, sialic acid, beta-glucuronan, exo-polysaccharide, arabinogalactan protein, lignin
TARA_SAMEA4398413_METAG_MEBPLGJO	xylan, host glycan, xyloglucan, chitin, peptidoglycan, exo-polysaccharide, polyphenol, arabinan, beta-glucan, lignin
TARA_SAMEA4398413_METAG_CALKJODJ	alginate, host glycan, beta-galactan, peptidoglycan, agarose, cellulose, glycogen, glucosylglycerate, trehalose, xylan, cellooligosaccharide, starch, alpha-glucan, glucooligosaccharide, sucrose, xyloglucan, carrageenan, human milk polysaccharide, chitin, beta-glucan, chitooligosaccharide, porphyran, exo-polysaccharide, arabinogalactan protein
TARA_SAMEA4398413_METAG_AHGHCJIP	trehalose, xylan, host glycan, xyloglucan, chitin, peptidoglycan, pectin, exo-polysaccharide, polyphenol, ulvan, arabinan, cellulose, beta-glucan, lignin
TARA_SAMEA4398341_METAG_LHBKEGEM	sucrose, pectin, raffinose, trehalose, arabinogalactan protein, chitooligosaccharide, polyphenol, peptidoglycan, lignin, xyloglucan, exo-polysaccharide, palatinose, cellulose, glucooligosaccharide, arabinan, starch, beta-glucan, host glycan, chitin, cellooligosaccharide, xylan
TARA_SAMEA4398341_METAG_NFOOLMGP	lignin, beta-glucan, host glycan, xyloglucan, exo-polysaccharide, chitin, trehalose, arabinogalactan protein, raffinose, cellulose, polyphenol, peptidoglycan, alpha-galactan, arabinan, xylan
TARA_SAMEA4398341_METAG_NCMPLFMA	sucrose, beta-mannan, beta-fucosides, beta-glucuronan, beta-galactan, trehalose, glycogen, chitooligosaccharide, polyphenol, peptidoglycan, glucosylglycerate, lignin, xyloglucan, exo-polysaccharide, cellulose, glucooligosaccharide, arabinan, uric acid, starch, alkaloid, beta-glucan, host glycan, alpha-glucan, chitin, human milk polysaccharide, cellooligosaccharide, xylan
TARA_SAMEA4398341_METAG_PGGDNNCO	beta-glucan, host glycan, xyloglucan, chitin, exo-polysaccharide, polyphenol, peptidoglycan, arabinan, xylan
TARA_SAMEA4398341_METAG_NNJGNDFD	lignin, beta-glucan, host glycan, xyloglucan, chitin, trehalose, cellulose, polyphenol, peptidoglycan, arabinan, xylan
TARA_SAMEA4398341_METAG_JEDIGFFE	beta-fucosides, alkaloid, beta-glucuronan, beta-glucan, host glycan, xyloglucan, beta-mannan, chitin, exo-polysaccharide, beta-galactan, lignin, cellulose, polyphenol, human milk polysaccharide, peptidoglycan, arabinan, xylan, uric acid
TARA_SAMEA4398341_METAG_AECCMNNO	lignin, beta-glucan, host glycan, xyloglucan, chitin, exo-polysaccharide, polyphenol, peptidoglycan, arabinan, xylan
TARA_SAMEA4398341_METAG_BBKHPJPB	lignin, host glycan, exo-polysaccharide, trehalose, cellulose, chitooligosaccharide, polyphenol, peptidoglycan, glucooligosaccharide, cellooligosaccharide, xylan
TARA_SAMEA4398341_METAG_CLEPENAC	sucrose, pectin, beta-mannan, beta-fucosides, beta-glucuronan, raffinose, trehalose, beta-galactan, arabinogalactan protein, chitooligosaccharide, polyphenol, peptidoglycan, chitosan, alpha-mannan, lignin, abscisic acid, exo-polysaccharide, palatinose, cellulose, glucooligosaccharide, arabinan, starch, beta-glucan, host glycan, human milk polysaccharide, cellooligosaccharide, xylan
TARA_SAMEA4398341_METAG_IKMIJGLA	sucrose, pectin, trehalose, glycogen, chitooligosaccharide, polyphenol, peptidoglycan, glucosylglycerate, lignin, xyloglucan, exo-polysaccharide, cellulose, glucooligosaccharide, alginate, arabinan, starch, beta-glucan, alpha-glucan, host glycan, chitin, cellooligosaccharide, xylan
TARA_SAMEA4398341_METAG_HNICBGDE	sucrose, pectin, ulvan, beta-mannan, beta-fucosides, beta-glucuronan, trehalose, glycogen, beta-galactan, arabinogalactan protein, chitooligosaccharide, polyphenol, peptidoglycan, glucosylglycerate, chitosan, alpha-mannan, lignin, xyloglucan, exo-polysaccharide, cellulose, glucooligosaccharide, arabinan, uric acid, starch, alkaloid, carrageenan, beta-glucan, host glycan, alpha-glucan, chitin, human milk polysaccharide, cephalosporin C, cellooligosaccharide, sialic acid, xylan
TARA_SAMEA4398296_METAG_PMCLKCFJ	xyloglucan, chitin, alkaloid, cellulose, beta-glycan, cellooligosaccharide, arabinan, alpha-galactan, beta-mannan, trehalose, xylan, arabinogalactan protein, polyphenol, starch, sucrose, glucooligosaccharide, chitooligosaccharide, alpha-mannan, lignin, peptidoglycan, glycolipid, chitosan, beta-glucan, host glycan
TARA_SAMEA4398296_METAG_DPFMLPLK	xyloglucan, chitin, pectin, cellulose, beta-glycan, cellooligosaccharide, arabinan, exo-polysaccharide, beta-mannan, trehalose, xylan, arabinogalactan protein, polyphenol, human milk polysaccharide, glucooligosaccharide, chitooligosaccharide, alpha-mannan, beta-glucuronan, lignin, peptidoglycan, glycolipid, chitosan, beta-galactan, beta-glucan, host glycan
TARA_SAMEA4398296_METAG_CNOHPKIF	xylan, polyphenol, lignin, chitin, exo-polysaccharide, peptidoglycan, trehalose
TARA_SAMEA4398296_METAG_GKEOPECK	xyloglucan, chitin, pectin, cellulose, arabinan, exo-polysaccharide, alpha-galactan, raffinose, beta-mannan, trehalose, xylan, arabinogalactan protein, polyphenol, alpha-mannan, beta-glucuronan, lignin, peptidoglycan, chitosan, beta-galactan, beta-glucan, host glycan
TARA_SAMEA4398296_METAG_PFKAPLJD	xylan, lignin, polyphenol, exo-polysaccharide, peptidoglycan, cellulose, glucooligosaccharide, cellooligosaccharide, chitooligosaccharide, host glycan, trehalose
TARA_SAMEA4398296_METAG_HGINLIBF	xyloglucan, chitin, sialic acid, pectin, carrageenan, alpha-glucan, exo-polysaccharide, trehalose, xylan, arabinogalactan protein, agarose, polyphenol, porphyran, human milk polysaccharide, starch, sucrose, glucosylglycerate, peptidoglycan, glycogen, beta-glucan, host glycan
TARA_SAMEA4398296_METAG_MAKPEPCI	xyloglucan, chitin, sialic acid, pectin, cellulose, cellooligosaccharide, arabinan, alpha-glucan, exo-polysaccharide, trehalose, xylan, polyphenol, starch, sucrose, glucooligosaccharide, chitooligosaccharide, glucosylglycerate, lignin, peptidoglycan, glycogen, beta-glucan, host glycan
TARA_SAMEA4398296_METAG_PCOLMPAO	xyloglucan, chitin, carrageenan, cellulose, alpha-glucan, exo-polysaccharide, beta-fucosides, abscisic acid, beta-mannan, trehalose, xylan, arabinogalactan protein, agarose, polyphenol, porphyran, human milk polysaccharide, starch, sucrose, glucosylglycerate, beta-glucuronan, lignin, peptidoglycan, glycogen, beta-glucan, host glycan
TARA_SAMEA4398296_METAG_ABFEHANB	chitin, pectin, cellulose, cellooligosaccharide, arabinan, exo-polysaccharide, beta-mannan, trehalose, xylan, polyphenol, human milk polysaccharide, glucooligosaccharide, chitooligosaccharide, alpha-mannan, beta-glucuronan, lignin, peptidoglycan, chitosan, beta-galactan, beta-glucan, host glycan
TARA_SAMEA4398296_METAG_EJDAEPNF	xyloglucan, chitin, pectin, carrageenan, cellulose, cellooligosaccharide, arabinan, palatinose, exo-polysaccharide, beta-fucosides, raffinose, abscisic acid, beta-mannan, trehalose, xylan, arabinogalactan protein, agarose, polyphenol, porphyran, starch, sucrose, glucooligosaccharide, chitooligosaccharide, alpha-mannan, beta-glucuronan, lignin, peptidoglycan, chitosan, beta-galactan, beta-glucan, host glycan
TARA_SAMEA4398296_METAG_MHJPBEFB	chitin, pectin, alkaloid, cellulose, cellooligosaccharide, arabinan, alpha-glucan, exo-polysaccharide, beta-fucosides, alpha-galactan, raffinose, beta-mannan, trehalose, uric acid, xylan, polyphenol, human milk polysaccharide, starch, sucrose, glucooligosaccharide, chitooligosaccharide, alpha-mannan, glucosylglycerate, beta-glucuronan, lignin, peptidoglycan, glycogen, chitosan, beta-galactan, beta-glucan, host glycan
TARA_SAMEA4398296_METAG_IEFMEDEK	xyloglucan, chitin, alkaloid, cellulose, cellooligosaccharide, arabinan, alpha-glucan, exo-polysaccharide, beta-fucosides, beta-mannan, trehalose, uric acid, xylan, polyphenol, human milk polysaccharide, starch, sucrose, glucooligosaccharide, chitooligosaccharide, glucosylglycerate, beta-glucuronan, lignin, peptidoglycan, glycogen, beta-galactan, beta-glucan, host glycan
TARA_SAMEA4398296_METAG_BLGABLEO	xyloglucan, chitin, pectin, carrageenan, cellulose, beta-glycan, alginate, arabinan, exo-polysaccharide, beta-fucosides, alpha-galactan, abscisic acid, beta-mannan, trehalose, xylan, arabinogalactan protein, polyphenol, agarose, porphyran, starch, sucrose, alpha-mannan, beta-glucuronan, lignin, peptidoglycan, glycolipid, chitosan, beta-galactan, beta-glucan, host glycan
TARA_SAMEA4398296_METAG_IEPAMDEE	xyloglucan, chitin, carrageenan, cellulose, beta-glycan, arabinan, alpha-glucan, exo-polysaccharide, beta-fucosides, abscisic acid, beta-mannan, trehalose, xylan, arabinogalactan protein, polyphenol, agarose, porphyran, human milk polysaccharide, starch, sucrose, glucosylglycerate, beta-glucuronan, lignin, peptidoglycan, glycolipid, glycogen, chitosan, beta-glucan, host glycan
TARA_SAMEA4396538_METAG_OLMODPLD	peptidoglycan, xyloglucan, beta-mannan, alpha-mannan, beta-glucan, beta-galactan, beta-glucuronan, xylan, chitosan, exo-polysaccharide, human milk polysaccharide, arabinan, chitin, host glycan, arabinogalactan protein, pectin, agarose, carrageenan, porphyran
TARA_SAMEA4396538_METAG_GJBDHKGG	trehalose, peptidoglycan, xyloglucan, alpha-galactan, beta-mannan, beta-glucan, lignin, polyphenol, xylan, exo-polysaccharide, chitosan, cellulose, arabinan, chitin, beta-glycan, host glycan, arabinogalactan protein, raffinose, glycolipid
TARA_SAMEA4396538_METAG_AKMBCAPL	trehalose, peptidoglycan, xyloglucan, beta-mannan, alpha-mannan, beta-glucan, beta-galactan, beta-glucuronan, alpha-glucan, polyphenol, xylan, chitosan, exo-polysaccharide, glycogen, human milk polysaccharide, arabinan, glucosylglycerate, chitin, host glycan, arabinogalactan protein, starch, pectin, agarose, sialic acid, sucrose, carrageenan, porphyran
TARA_SAMEA4396538_METAG_JPBGGFFI	trehalose, peptidoglycan, xyloglucan, uric acid, alpha-galactan, beta-mannan, beta-glucan, lignin, beta-galactan, beta-glucuronan, alpha-glucan, polyphenol, xylan, exo-polysaccharide, glucooligosaccharide, cellulose, glycogen, human milk polysaccharide, cellooligosaccharide, arabinan, glucosylglycerate, chitin, host glycan, chitooligosaccharide, starch, alkaloid, raffinose, beta-fucosides, sucrose
TARA_SAMEA4396538_METAG_GIGKEHFN	trehalose, arabinan, peptidoglycan, chitin, xyloglucan, raffinose, alpha-galactan, polyphenol, host glycan, xylan, exo-polysaccharide, cellulose, arabinogalactan protein, beta-glucan, lignin
TARA_SAMEA4396538_METAG_CDDAKNFK	trehalose, alginate, peptidoglycan, xyloglucan, beta-glucan, lignin, beta-glucuronan, alpha-glucan, polyphenol, xylan, exo-polysaccharide, cellulose, porphyran, glycogen, human milk polysaccharide, glucosylglycerate, chitin, host glycan, arabinogalactan protein, starch, agarose, beta-fucosides, sucrose, carrageenan, abscisic acid
TARA_SAMEA4396538_METAG_EJIJECED	human milk polysaccharide, arabinan, alkaloid, beta-glucuronan, peptidoglycan, uric acid, xyloglucan, beta-mannan, polyphenol, beta-fucosides, chitin, host glycan, xylan, exo-polysaccharide, lignin, cellulose, beta-glucan, beta-galactan
TARA_SAMEA4396971_METAG_BFPGPHFK	peptidoglycan, beta-glucan, beta-mannan, polyphenol, beta-glycan, glycolipid, arabinan, xylan, chitosan, xyloglucan, host glycan, arabinogalactan protein, chitin, exo-polysaccharide, raffinose, alpha-galactan, lignin, cellulose, trehalose
TARA_SAMEA4396971_METAG_BBONIEKG	peptidoglycan, beta-glucan, beta-mannan, chitooligosaccharide, human milk polysaccharide, glucooligosaccharide, polyphenol, alkaloid, starch, glucosylglycerate, beta-glucuronan, sucrose, arabinan, xylan, uric acid, trehalose, xyloglucan, host glycan, chitin, exo-polysaccharide, beta-fucosides, lignin, alpha-glucan, cellooligosaccharide, cellulose, beta-galactan, glycogen
TARA_SAMEA4396971_METAG_ACALKGFN	carrageenan, peptidoglycan, beta-glucan, beta-mannan, human milk polysaccharide, polyphenol, starch, glucosylglycerate, beta-glucuronan, alpha-mannan, sucrose, pectin, arabinan, xylan, chitosan, xyloglucan, sialic acid, porphyran, host glycan, arabinogalactan protein, chitin, exo-polysaccharide, alpha-glucan, trehalose, glycogen, agarose, beta-galactan
TARA_SAMEA4397004_METAG_GDCOLFIP	beta-fucosides, beta-glucuronan, beta-mannan, beta-glucan, xylan, cellulose, chitosan, trehalose, uric acid, arabinan, exo-polysaccharide, beta-glycan, human milk polysaccharide, pectin, alpha-glucan, xyloglucan, agarose, alkaloid, glycolipid, arabinogalactan protein, chitin, carrageenan, porphyran, alpha-mannan, beta-galactan, peptidoglycan, host glycan, polyphenol
TARA_SAMEA4397004_METAG_JFHKLEJO	beta-fucosides, beta-glucuronan, beta-mannan, beta-glucan, xylan, cellulose, chitosan, trehalose, uric acid, arabinan, exo-polysaccharide, human milk polysaccharide, pectin, alpha-glucan, lignin, alkaloid, sucrose, starch, glycogen, alpha-mannan, beta-galactan, glucosylglycerate, peptidoglycan, host glycan, polyphenol
TARA_SAMEA4397004_METAG_IHHBJLCI	lignin
TARA_SAMEA4397004_METAG_AIPFHCCK	beta-glucuronan, beta-mannan, beta-glucan, xylan, cellooligosaccharide, peptidoglycan, trehalose, chitosan, cellulose, arabinan, exo-polysaccharide, glucooligosaccharide, chitooligosaccharide, pectin, alpha-glucan, xyloglucan, lignin, chitin, sucrose, glycogen, glucosylglycerate, beta-galactan, alpha-mannan, starch, host glycan, polyphenol
TARA_SAMEA4397004_METAG_AGNCBICA	beta-fucosides, beta-glucuronan, beta-mannan, beta-glucan, xylan, cellooligosaccharide, chitosan, uric acid, trehalose, cellulose, arabinan, exo-polysaccharide, glucooligosaccharide, human milk polysaccharide, chitooligosaccharide, pectin, alpha-glucan, xyloglucan, lignin, alkaloid, arabinogalactan protein, chitin, sucrose, starch, glycogen, alpha-mannan, beta-galactan, glucosylglycerate, peptidoglycan, host glycan, polyphenol
TARA_SAMEA4397004_METAG_CINNKFJE	ulvan, xylan, glucooligosaccharide, cellooligosaccharide, trehalose, host glycan, lignin, cellulose, chitooligosaccharide, pectin, exo-polysaccharide, chitin, polyphenol
TARA_SAMEA4397004_METAG_OCACEJAG	xyloglucan, beta-glucan, xylan, glucooligosaccharide, cellooligosaccharide, trehalose, lignin, cellulose, arabinan, chitooligosaccharide, peptidoglycan, host glycan, chitin, polyphenol
TARA_SAMEA4397004_METAG_EDDPJKPP	xylan, glucooligosaccharide, cellooligosaccharide, host glycan, chitooligosaccharide, alpha-glucan, exo-polysaccharide, chitin
TARA_SAMEA4397004_METAG_GOJLHACA	beta-mannan, beta-glucan, xylan, cellulose, chitosan, cellooligosaccharide, arabinan, exo-polysaccharide, beta-glycan, glucooligosaccharide, chitooligosaccharide, pectin, xyloglucan, lignin, glycolipid, arabinogalactan protein, chitin, peptidoglycan, host glycan, polyphenol
