Genome	CheckM Completeness	CheckM Contamination	# tRNAs (AA)	16S rRNA	GTDB Taxonomy	dRep Species Cluster	station	depth	depth layer	latitude	longitude	size fraction	temperature (°C)	oxygen (µmol/kg)
TARA_SAMEA2622765_METAG_CKKHFEEO	97.73	0.0	20.0	0.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800;s__UBA7800 sp002480565	1555_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_DACAFNHL	91.48	4.74	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__UBA7803 sp002480525	595_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_KBILLEND	98.21	2.97	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__GCA-2722315 sp002722315	631_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_MCAPBGGC	98.34	0.0	19.0	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA721;s__UBA721 sp002701385	2405_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_KPGLPPEC	95.92	1.24	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fabibacter;s__Fabibacter sp002296035	2655_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_EKGGGPHD	94.39	2.38	18.0	0.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1926;s__UBA1926 sp002480345	293_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_OGNPIJOJ	98.68	0.05	19.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda_A;s__Muricauda_A lutaonensis	2707_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_KHPEIIMH	94.12	0.0	20.0	0.0	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465;s__UBA3465 sp002730875	2501_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_LCCLODIH	94.53	1.32	20.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus;s__Roseibacillus sp002709915	228_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_HMPDLOBI	98.12	2.25	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__GCA-002722245;s__GCA-002722245 sp002717515	3763_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_BGGOCBHK	91.49	1.1	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA8366;s__UBA8366 sp002711555	6276_2	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_ICPMIAHH	100.0	0.0	20.0	1.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002500665	2522_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_KBIKNAHF	94.06	1.08	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas_A;s__Alteromonas_A sp002335925	451_2	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_APECFLEB	97.19	0.0	19.0	0.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA7797;s__UBA7797 sp002480645	1636_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_KIFLKBCM	90.5	0.81	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__TMED113;g__GCA-2718035;s__	4003_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_HFJKDLEF	90.9	0.56	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002727755	1628_2	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_CNEAPIFB	94.41	3.15	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__UBA5682 sp002694065	172_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_OOCANDGF	92.27	0.0	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A citreus	1072_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_EFDKCHFD	97.55	2.64	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Oceanicaulis;s__Oceanicaulis sp000152745	1369_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_OBEPKKJE	93.27	0.54	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__TMED109;s__TMED109 sp002720535	4815_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
MALA_SAMN05422226_METAG_EKPLMNJC	93.73	3.17	21.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA11650;s__UBA11650 sp002401285	6361_2	20	4001.0	BAT	-9.12	-30.19	0.2-0.8	1.5802	227.6145
MALA_SAMN05422226_METAG_NELIBDBN	94.13	0.99	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp002746355	6372_1	20	4001.0	BAT	-9.12	-30.19	0.2-0.8	1.5802	227.6145
MALA_SAMN05422226_METAG_FJOEKLNE	90.11	3.3	17.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__UBA2126;s__	3112_2	20	4001.0	BAT	-9.12	-30.19	0.2-0.8	1.5802	227.6145
MALA_SAMN05422226_METAG_BHBKOHHP	98.9	0.0	19.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TCS55;s__TCS55 sp002715035	3085_1	20	4001.0	BAT	-9.12	-30.19	0.2-0.8	1.5802	227.6145
TARA_SAMEA2622800_METAG_CFACIDDL	92.11	3.57	18.0	0.0	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA845;s__UBA845 sp002718735	2990_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-0.45	24.814	172.4247
TARA_SAMEA2622800_METAG_FOCDFOMG	97.61	2.03	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA2964;g__GCA-2720855;s__GCA-2720855 sp002720855	968_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-0.45	24.814	172.4247
TARA_SAMEA2622800_METAG_EBDDKJPO	100.0	0.43	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Spongiibacter;s__Spongiibacter sp002306875	435_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-0.45	24.814	172.4247
TARA_SAMEA2622800_METAG_JOJMEKIM	96.07	1.49	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__UBA830;s__UBA830 sp002471575	982_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-0.45	24.814	172.4247
TARA_SAMEA2622800_METAG_KMKDGNAE	95.73	2.14	17.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__MedAcidi-G3;s__MedAcidi-G3 sp002722565	2382_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-0.45	24.814	172.4247
TARA_SAMEA2622800_METAG_HOJFJLPM	94.72	0.0	19.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__Bin127;g__UBA1328;s__UBA1328 sp002306815	6386_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-0.45	24.814	172.4247
TARA_SAMEA2622800_METAG_NHOAJJGP	90.36	4.58	19.0	1.0	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp002503845	2294_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-0.45	24.814	172.4247
TARA_SAMEA2622800_METAG_LJANIKCE	93.89	4.4	20.0	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002348265	112_2	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-0.45	24.814	172.4247
TARA_SAMEA2622800_METAG_BCECDCPE	91.57	3.17	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__UBA826;s__UBA826 sp002718095	4515_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-0.45	24.814	172.4247
TARA_SAMEA2622800_METAG_OCLDFKOI	90.3	0.0	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__TMED109;s__TMED109 sp002937655	4814_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-0.45	24.814	172.4247
TARA_SAMEA2622800_METAG_KNCINLLI	95.57	0.0	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__GCA-002727615;s__GCA-002727615 sp002715265	4808_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-0.45	24.814	172.4247
TARA_SAMEA2622800_METAG_IJFCHJJC	92.1	2.17	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA2964;g__UBA2964;s__UBA2964 sp002719885	966_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-0.45	24.814	172.4247
TARA_SAMEA2622796_METAG_IKFJOKBI	99.26	2.17	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544;s__UBA6544 sp002724555	734_2	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_HPFJMFBI	98.17	3.26	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544;s__UBA6544 sp002716125	739_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_PLIEIEDC	97.61	0.0	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA2964;g__GCA-2720855;s__GCA-2720855 sp002720855	968_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_GNHMALAC	97.48	1.58	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__UBA830;s__UBA830 sp002937455	976_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_BNOIAINK	98.01	1.49	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__UBA830;s__UBA830 sp002471575	982_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_KBLEHIHN	97.51	0.0	17.0	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA721;s__UBA721 sp002701385	2405_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_CDCCBIGC	97.11	4.93	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__UBA828;s__UBA828 sp002296185	1444_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_KLAHKPIM	96.61	0.0	18.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__Bin127;g__GCA-002708145;s__GCA-002708145 sp002728715	6114_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_KIPMKGHJ	96.29	0.66	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__GCA-2717285;s__GCA-2717285 sp002717285	45_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_FHLILOBD	90.43	0.0	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA6940;g__UBA6940;s__UBA6940 sp002450655	6047_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_LOOMLCMJ	98.65	0.0	18.0	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA721;s__UBA721 sp002348315	2406_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_FKMANDIH	96.58	3.99	17.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__MedAcidi-G3;s__MedAcidi-G3 sp002722565	2382_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_DFKFIAAD	95.97	2.15	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__GCA-002722245;s__GCA-002722245 sp002717515	3763_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_CBGIJPKK	95.72	2.32	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA2966;f__UBA2966;g__UBA2966;s__UBA2966 sp002348365	1441_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_NEFFHMDP	95.54	0.51	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA2964;g__UBA2964;s__UBA2964 sp002719885	966_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_LAMMFCMG	93.08	2.14	19.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA6944;s__UBA6944 sp002296525	2377_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_AJLNCKLL	95.73	2.99	20.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A;s__MedAcidi-G2A sp002719235	2452_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_EAKHFFIO	94.72	0.0	19.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__Bin127;g__UBA1328;s__UBA1328 sp002306815	6386_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_NPJHAAOM	94.16	1.45	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__Ponticaulis sp002723155	870_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_IKJAKAAM	91.18	0.0	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G14;s__	3955_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_NLGBEDMF	90.36	0.0	19.0	1.0	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp002503845	2294_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_DHDIMJGJ	90.07	0.99	21.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__GCA-2717465;s__GCA-2717465 sp002717465	6327_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_BOADKHEC	97.51	0.0	18.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2963;f__UBA2963;g__UBA2963;s__UBA2963 sp002306835	2317_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_FHGCBOIM	93.08	3.85	19.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__UBA9410;s__UBA9410 sp002348705	786_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622796_METAG_ICINOFDJ	91.4	1.08	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__GCA-002727615;s__GCA-002727615 sp002715265	4808_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.22-3	24.814	172.4247
TARA_SAMEA2622801_METAG_LKEPJGOM	99.32	2.03	20.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__GCA-2715965;g__GCA-2715965;s__GCA-2715965 sp002715965	2426_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_HMDEAEKJ	97.5	0.0	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA2964;g__GCA-2720855;s__GCA-2720855 sp002720855	968_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_FBHCFNJI	96.78	2.73	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__GCA-2863045;s__GCA-2863045 sp002863045	552_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_INILGBIK	95.78	0.52	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D pachastrellae	696_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_PIDHMMGD	97.01	1.49	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__UBA830;s__UBA830 sp002937455	976_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_OFCBHAIC	98.44	0.74	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__	641_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_LHCBFKEA	95.34	1.08	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__GCA-2728135;s__GCA-2728135 sp002728135	1445_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_EEACLNKN	96.68	0.87	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__UBA828;s__UBA828 sp002296185	1444_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_CBEJFPFF	98.83	0.87	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SP197;f__SP197;g__SP197;s__SP197 sp002722885	2865_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_EGLCMHNH	97.58	0.0	20.0	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA721;s__UBA721 sp002701385	2405_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_GKAHAABC	93.46	0.37	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA6940;g__UBA6940;s__UBA6940 sp002450655	6047_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_HLNBCKBD	98.53	0.52	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri	694_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_LKOJELOP	91.22	1.35	17.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__UBA6614;s__UBA6614 sp002721895	2429_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_OCPMMBAD	95.16	0.69	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__GCA-2721545;s__	4162_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_PNHJKIGD	96.86	3.08	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__GCA-002722245;s__GCA-002722245 sp002717515	3763_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_GCOBLAHL	95.95	0.04	18.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__UBA1100;s__UBA1100 sp003509725	2419_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_OCGJHKDK	99.08	0.0	17.0	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA721;s__UBA721 sp002348315	2406_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_GFHFOCMK	96.2	4.29	18.0	1.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__Bin127;g__UBA1328;s__UBA1328 sp002306745	6387_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_PMNJHGLM	93.78	1.01	17.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002500665	2522_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_CCCIEGHH	91.83	0.27	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA7878;s__UBA7878 sp002501205	2657_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_GNKNKJMK	96.15	2.14	21.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA6944;s__UBA6944 sp002296525	2377_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_ECAHMIGO	96.52	0.87	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA2964;g__UBA2964;s__UBA2964 sp002719885	966_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_LJELNJIM	93.23	0.0	19.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__Bin127;g__UBA1328;s__UBA1328 sp002306815	6386_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_BIDCGMDO	98.65	2.97	17.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__UBA2993;s__UBA2993 sp002716045	2506_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
TARA_SAMEA2622801_METAG_ABMMGODO	91.58	0.99	21.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__GCA-2717465;s__GCA-2717465 sp002717465	6327_1	TARA_124	120.0	EPI	-9.0714	-140.5973	0.45-0.8	24.814	172.4247
